,0
244828,pirro
244829,course
244830,host
244831,brand
244832,new
244833,show
244834,jury
244835,fox
244836,judge
244837,jeanine
244838,pirro
244839,right
244840,trying
244841,lay
244842,history
244843,give
244844,scenario
244845,susan
244846,rice
244847,national
244848,security
244849,adviser
244850,would
244851,specifically
244852,request
244853,raw
244854,intelligence
244855,unmasking
244856,let
244857,say
244858,intelligence
244859,legitimate
244860,russia
244861,china
244862,iran
244863,matter
244864,ok
244865,americans
244866,incidentally
244867,caught
244868,call
244869,warrant
244870,listen
244871,supposed
244872,minimized
244873,names
244874,never
244875,supposed
244876,revealed
244877,right
244878,unmasking
244879,names
244880,matters
244881,precisely
244882,issue
244883,asked
244884,oath
244885,tell
244886,sean
244887,listening
244888,monologue
244889,ability
244890,connect
244891,dots
244892,worthy
244893,veteran
244894,prosecutor
244895,thank
244896,another
244897,really
244898,impressed
244899,well
244900,done
244901,another
244902,piece
244903,whenever
244904,witness
244905,takes
244906,stand
244907,witness
244908,history
244909,liar
244910,like
244911,susan
244912,rice
244913,respect
244914,benghazi
244915,respect
244916,bowe
244917,bergdahl
244918,serving
244919,honor
244920,distinction
244921,jury
244922,entitled
244923,take
244924,anything
244925,says
244926,know
244927,wit
244928,less
244929,grain
244930,salt
244931,look
244932,contradiction
244933,two
244934,weeks
244935,ago
244936,two
244937,weeks
244938,ago
244939,well
244940,judge
244941,would
244942,say
244943,jury
244944,coming
244945,truth
244946,person
244947,really
244948,rely
244949,question
244950,ask
244951,put
244952,obama
244953,know
244954,share
244955,share
244956,one
244957,gave
244958,washington
244959,post
244960,woman
244961,put
244962,oath
244963,got
244964,get
244965,bottom
244966,president
244967,president
244968,elect
244969,us
244970,time
244971,jay
244972,well
244973,look
244974,think
244975,couple
244976,things
244977,number
244978,one
244979,mean
244980,susan
244981,rice
244982,like
244983,liar
244984,chief
244985,would
244986,pass
244987,lie
244988,detector
244989,test
244990,told
244991,many
244992,stories
244993,tell
244994,one
244995,another
244996,significant
244997,aspect
244998,said
244999,andrea
245000,mitchell
245001,denial
245002,unmasking
245003,noticed
245004,actually
245005,acknowledged
245006,exactly
245007,number
245008,one
245009,admits
245010,unmasking
245011,michael
245012,flynn
245013,know
245014,talked
245015,lot
245016,tape
245017,go
245018,ahead
245019,yes
245020,number
245021,two
245022,look
245023,laws
245024,implicated
245025,multiple
245026,felony
245027,counts
245028,let
245029,give
245030,one
245031,simple
245032,one
245033,mean
245034,put
245035,motion
245036,everybody
245037,needs
245038,understand
245039,susan
245040,rice
245041,unmasking
245042,none
245043,would
245044,happened
245045,put
245046,whole
245047,issue
245048,play
245049,working
245050,others
245051,knowing
245052,going
245053,distribute
245054,wink
245055,nod
245056,however
245057,conspiracy
245058,espionage
245059,statutes
245060,serious
245061,tell
245062,something
245063,sending
245064,tweets
245065,sending
245066,information
245067,going
245068,needs
245069,hire
245070,really
245071,good
245072,criminal
245073,defense
245074,lawyer
245075,really
245076,quickly
245077,think
245078,serious
245079,trouble
245080,admitted
245081,pace
245082,surveilling
245083,increased
245084,election
245085,well
245086,makes
245087,worse
245088,course
245089,interesting
245090,admits
245091,unmasking
245092,general
245093,flynn
245094,took
245095,place
245096,says
245097,political
245098,well
245099,course
245100,look
245101,look
245102,judge
245103,knows
245104,judge
245105,tried
245106,lot
245107,cases
245108,years
245109,look
245110,timeline
245111,intelligence
245112,increased
245113,president
245114,associates
245115,starts
245116,happen
245117,becomes
245118,frequent
245119,incidental
245120,accident
245121,oh
245122,goodness
245123,want
245124,know
245125,usa
245126,person
245127,president
245128,trump
245129,president
245130,elect
245131,trump
245132,point
245133,one
245134,associates
245135,wants
245136,gets
245137,closer
245138,political
245139,question
245140,saying
245141,ok
245142,spying
245143,want
245144,even
245145,call
245146,surveillance
245147,anymore
245148,spying
245149,president
245150,elect
245151,united
245152,states
245153,ok
245154,well
245155,certainly
245156,ok
245157,got
245158,making
245159,false
245160,statement
245161,got
245162,espionage
245163,got
245164,violations
245165,fisa
245166,act
245167,think
245168,significant
245169,fact
245170,obama
245171,knew
245172,nobody
245173,seems
245174,care
245175,goes
245176,right
245177,timeline
245178,looked
245179,like
245180,oh
245181,god
245182,taking
245183,seriously
245184,need
245185,got
245186,stop
245187,got
245188,get
245189,dirt
245190,got
245191,pass
245192,around
245193,started
245194,bottom
245195,line
245196,guise
245197,national
245198,security
245199,unmasking
245200,conversations
245201,trump
245202,trump
245203,transition
245204,team
245205,members
245206,candidate
245207,trump
245208,team
245209,specifically
245210,designed
245211,political
245212,purposes
245213,nothing
245214,national
245215,security
245216,jay
245217,course
245218,dr
245219,farkas
245220,sean
245221,oh
245222,yes
245223,listen
245224,done
245225,great
245226,job
245227,laying
245228,dr
245229,farkas
245230,way
245231,also
245232,getting
245233,criminal
245234,defense
245235,lawyer
245236,right
245237,away
245238,said
245239,essence
245240,clearly
245241,said
245242,wanted
245243,get
245244,information
245245,talking
245246,former
245247,colleagues
245248,getting
245249,information
245250,part
245251,conspiracy
245252,right
245253,acting
245254,furtherance
245255,conspiracy
245256,start
245257,susan
245258,rice
245259,group
245260,individuals
245261,know
245262,prosecutor
245263,right
245264,going
245265,say
245266,one
245267,last
245268,thing
245269,anybody
245270,see
245271,information
245272,got
245273,know
245274,go
245275,secure
245276,area
245277,oh
245278,yes
245279,every
245280,single
245281,search
245282,made
245283,monitored
245284,means
245285,fingerprint
245286,left
245287,behind
245288,everything
245289,unmasked
245290,yes
245291,also
245292,congressman
245293,schiff
245294,right
245295,adam
245296,schiff
245297,quiet
245298,yes
245299,good
245300,point
245301,backing
245302,saw
245303,data
245304,shut
245305,backing
245306,absolutely
245307,right
245308,guys
245309,thank
245310,coming
245311,tonight
245312,big
245313,story
245314,surveillance
245315,spying
245316,trump
245317,campaign
245318,get
245319,reaction
245320,laura
245321,ingraham
245322,next
245323,also
245324,later
245325,alt
245326,left
245327,destroy
245328,trump
245329,media
245330,well
245331,distorting
245332,explosive
245333,reports
245334,covering
245335,obama
245336,administration
245337,covering
245338,susan
245339,rice
245340,get
245341,reaction
245342,tonight
245343,rick
245344,grenell
245345,sharyl
245346,attkisson
245347,later
245348,senator
245349,rand
245350,paul
245351,wants
245352,put
245353,susan
245354,rice
245355,oath
245356,also
245357,welcome
245358,back
245359,hannity
245360,still
245361,many
245362,questions
245363,need
245364,answered
245365,surveillance
245366,president
245367,trump
245368,candidate
245369,trump
245370,course
245371,transition
245372,team
245373,big
245374,question
245375,sitting
245376,president
245377,administration
245378,knowingly
245379,surveil
245380,opposition
245381,party
245382,president
245383,elect
245384,joining
245385,us
245386,reaction
245387,editor
245388,chief
245389,lifezette
245390,fox
245391,news
245392,contributor
245393,national
245394,syndicated
245395,radio
245396,talk
245397,show
245398,star
245399,laura
245400,ingraham
245401,back
245402,know
245403,could
245404,imagine
245405,media
245406,way
245407,ignoring
245408,story
245409,trump
245410,president
245411,team
245412,surveilling
245413,obama
245414,coming
245415,office
245416,media
245417,reaction
245418,would
245419,point
245420,one
245421,would
245422,watergate
245423,times
245424,would
245425,people
245426,staked
245427,brookings
245428,institution
245429,susan
245430,rice
245431,cushy
245432,job
245433,would
245434,house
245435,find
245436,right
245437,shoe
245438,foot
245439,appalling
245440,lack
245441,curiosity
245442,part
245443,mainstream
245444,media
245445,going
245446,directed
245447,random
245448,thing
245449,thinking
245450,donald
245451,trump
245452,name
245453,mentioned
245454,intercept
245455,mean
245456,donald
245457,trump
245458,name
245459,would
245460,mentioned
245461,hundreds
245462,thousands
245463,foreign
245464,intercepts
245465,happened
245466,choose
245467,ones
245468,whole
245469,thing
245470,stinks
245471,high
245472,heaven
245473,right
245474,think
245475,let
245476,ask
245477,question
245478,scenario
245479,think
245480,asking
245481,put
245482,legal
245483,hat
245484,minute
245485,whereby
245486,susan
245487,rice
245488,would
245489,ever
245490,need
245491,unmask
245492,trump
245493,transition
245494,team
245495,member
245496,either
245497,candidate
245498,trump
245499,president
245500,elect
245501,trump
245502,scenario
245503,could
245504,wildest
245505,imagination
245506,imagine
245507,could
245508,happen
245509,would
245510,think
245511,sean
245512,would
245513,time
245514,imminent
245515,threat
245516,united
245517,states
245518,america
245519,direct
245520,tie
245521,close
245522,tie
245523,terrorist
245524,organization
245525,terrorist
245526,entity
245527,someone
245528,known
245529,connections
245530,terror
245531,maybe
245532,circumstances
245533,got
245534,phone
245535,two
245536,former
245537,cia
245538,officials
245539,right
245540,came
245541,even
245542,know
245543,said
245544,comment
245545,well
245546,know
245547,see
245548,something
245549,interesting
245550,basically
245551,ask
245552,information
245553,said
245554,works
245555,specific
245556,reason
245557,pulling
245558,identity
245559,american
245560,caught
245561,one
245562,webs
245563,gave
245564,scenario
245565,bomb
245566,maker
245567,american
245568,bomb
245569,maker
245570,well
245571,obviously
245572,going
245573,even
245574,deeper
245575,though
245576,red
245577,herring
245578,threw
245579,understanding
245580,intelligence
245581,sources
245582,tell
245583,even
245584,view
245585,raw
245586,intelligence
245587,information
245588,number
245589,one
245590,secure
245591,area
245592,number
245593,two
245594,sign
245595,number
245596,three
245597,record
245598,every
245599,single
245600,thing
245601,looked
245602,right
245603,verbal
245604,right
245605,cannot
245606,verbal
245607,ever
245608,verbal
245609,right
245610,really
245611,spreadsheet
245612,record
245613,every
245614,single
245615,time
245616,ever
245617,asked
245618,unmask
245619,anybody
245620,raw
245621,intelligence
245622,correct
245623,yes
245624,case
245625,trump
245626,basically
245627,case
245628,closed
245629,political
245630,reasons
245631,would
245632,seem
245633,de
245634,facto
245635,evidence
245636,political
245637,motive
245638,know
245639,mean
245640,lot
245641,know
245642,hard
245643,believe
245644,susan
245645,rice
245646,acting
245647,alone
245648,way
245649,acting
245650,alone
245651,went
245652,sold
245653,story
245654,benghazi
245655,hard
245656,believe
245657,acting
245658,along
245659,smells
245660,mean
245661,know
245662,shoe
245663,foot
245664,democrats
245665,would
245666,screaming
245667,full
245668,accountability
245669,immediate
245670,testimony
245671,capitol
245672,hill
245673,get
245674,sense
245675,orchestrated
245676,sabotage
245677,either
245678,candidate
245679,opposition
245680,party
245681,candidate
245682,president
245683,elect
245684,come
245685,side
245686,get
245687,detail
245688,fact
245689,initially
245690,denied
245691,response
245692,today
245693,andrea
245694,mitchell
245695,gave
245696,double
245697,negative
245698,said
245699,leak
245700,nothing
245701,know
245702,nothing
245703,leaked
245704,nothing
245705,nobody
245706,well
245707,went
245708,harvard
245709,knows
245710,double
245711,negative
245712,means
245713,affirmative
245714,right
245715,nitpicking
245716,parse
245717,words
245718,really
245719,carefully
245720,well
245721,admit
245722,unmasking
245723,michael
245724,flynn
245725,said
245726,political
245727,purposes
245728,ok
245729,said
245730,leak
245731,either
245732,said
245733,leak
245734,either
245735,leak
245736,either
245737,somebody
245738,yes
245739,felony
245740,right
245741,laura
245742,ingraham
245743,continue
245744,investigation
245745,later
245746,tonight
245747,right
245748,let
245749,look
245750,media
245751,destroy
245752,trump
245753,media
245754,everything
245755,power
245756,put
245757,liberal
245758,spin
245759,reports
245760,susan
245761,rice
245762,cover
245763,get
245764,information
245765,sharyl
245766,attkisson
245767,formerly
245768,cbs
245769,news
245770,rick
245771,grenell
245772,also
245773,kentucky
245774,senator
245775,rand
245776,paul
245777,wants
245778,put
245779,susan
245780,rice
245781,oath
245782,explain
245783,continue
245784,right
245785,continue
245786,laura
245787,ingraham
245788,mind
245789,going
245790,incidental
245791,intelligence
245792,supposedly
245793,really
245794,using
245795,national
245796,security
245797,ruse
245798,really
245799,get
245800,trump
245801,surveillance
245802,words
245803,orchestrated
245804,effort
245805,surveil
245806,candidate
245807,trump
245808,president
245809,elect
245810,trump
245811,transition
245812,team
245813,unmask
245814,case
245815,general
245816,flynn
245817,leak
245818,intelligence
245819,plausible
245820,theory
245821,hypothesis
245822,short
245823,veneer
245824,incidental
245825,coverage
245826,seems
245827,really
245828,flimsy
245829,sources
245830,talked
245831,say
245832,matter
245833,say
245834,incidental
245835,makes
245836,sound
245837,like
245838,nothing
245839,still
245840,go
245841,normal
245842,protocols
245843,order
245844,unmask
245845,individuals
245846,pick
245847,choose
245848,try
245849,troll
245850,raw
245851,data
245852,raw
245853,files
245854,morsel
245855,think
245856,might
245857,implicate
245858,trump
245859,associates
245860,future
245861,outgoing
245862,administration
245863,really
245864,tough
245865,election
245866,battle
245867,partisanship
245868,rancor
245869,animosity
245870,high
245871,obamas
245872,trump
245873,vice
245874,versa
245875,susan
245876,rice
245877,old
245878,history
245879,benghazi
245880,fact
245881,going
245882,get
245883,confirmed
245884,wanted
245885,secretary
245886,state
245887,never
245888,going
245889,confirmed
245890,put
245891,national
245892,security
245893,council
245894,adds
245895,murky
245896,scenario
245897,need
245898,know
245899,need
245900,know
245901,information
245902,think
245903,stops
245904,susan
245905,rice
245906,think
245907,focusing
245908,rice
245909,may
245910,wrong
245911,pathway
245912,standard
245913,operating
245914,procedure
245915,according
245916,every
245917,single
245918,intel
245919,source
245920,would
245921,require
245922,incidental
245923,minimization
245924,occur
245925,reveal
245926,name
245927,american
245928,unmask
245929,american
245930,certainly
245931,leak
245932,name
245933,leak
245934,intelligence
245935,way
245936,raw
245937,intelligence
245938,otherwise
245939,violating
245940,sense
245941,privacy
245942,used
245943,term
245944,early
245945,would
245946,make
245947,america
245948,policed
245949,state
245950,correct
245951,yes
245952,felony
245953,written
245954,record
245955,one
245956,community
245957,intelligence
245958,community
245959,would
245960,ever
245961,unmasking
245962,give
245963,information
245964,verbal
245965,order
245966,happen
245967,written
245968,protocols
245969,followed
245970,written
245971,protocols
245972,somewhere
245973,whether
245974,ledger
245975,log
245976,claiming
245977,executive
245978,privilege
245979,would
245980,indicate
245981,president
245982,actually
245983,spoke
245984,susan
245985,rice
245986,see
245987,claims
245988,executive
245989,privilege
245990,laura
245991,two
245992,weeks
245993,ago
245994,idea
245995,happened
245996,knowledge
245997,sean
245998,nothing
245999,knowledge
246000,even
246001,know
246002,talking
246003,like
246004,evelyn
246005,farkas
246006,interesting
246007,watch
246008,everybody
246009,walk
246010,things
246011,back
246012,pulled
246013,sergeant
246014,schultz
246015,know
246016,nothing
246017,right
246018,exactly
246019,thanks
246020,laura
246021,aging
246022,us
246023,way
246024,coming
246025,alt
246026,left
246027,propaganda
246028,destroy
246029,trump
246030,media
246031,putting
246032,liberal
246033,spin
246034,explosive
246035,reports
246036,susan
246037,rice
246038,best
246039,defend
246040,get
246041,reaction
246042,ric
246043,grenell
246044,sharyl
246045,attkisson
246046,kentucky
246047,senator
246048,rand
246049,paul
246050,wants
246051,susan
246052,rice
246053,testify
246054,oath
246055,tell
246056,us
246057,coming
246058,welcome
246059,back
246060,hannity
246061,alt
246062,left
246063,propaganda
246064,destroy
246065,donald
246066,trump
246067,media
246068,best
246069,cover
246070,distort
246071,news
246072,former
246073,obama
246074,national
246075,security
246076,adviser
246077,susan
246078,rice
246079,unmasking
246080,names
246081,trump
246082,officials
246083,surveilled
246084,let
246085,give
246086,example
246087,cnn
246088,last
246089,night
246090,lemon
246091,began
246092,show
246093,defending
246094,susan
246095,rice
246096,pretty
246097,inexplicable
246098,take
246099,look
246100,evidence
246101,whatsoever
246102,trump
246103,team
246104,surveilled
246105,spied
246106,spied
246107,illegally
246108,evidence
246109,backs
246110,president
246111,original
246112,claim
246113,program
246114,tonight
246115,insult
246116,intelligence
246117,pretending
246118,otherwise
246119,aid
246120,abet
246121,people
246122,trying
246123,misinform
246124,american
246125,people
246126,creating
246127,diversion
246128,going
246129,hey
246130,evidence
246131,collusion
246132,russians
246133,trump
246134,campaign
246135,guys
246136,harping
246137,conspiracy
246138,eight
246139,months
246140,abc
246141,nbc
246142,even
246143,mention
246144,explosive
246145,story
246146,last
246147,night
246148,evening
246149,news
246150,programs
246151,cbs
246152,news
246153,address
246154,reports
246155,defending
246156,rice
246157,watch
246158,learned
246159,today
246160,president
246161,allegation
246162,aides
246163,caught
246164,obama
246165,era
246166,surveillance
246167,find
246168,today
246169,well
246170,scott
246171,national
246172,security
246173,adviser
246174,president
246175,susan
246176,rice
246177,could
246178,request
246179,names
246180,individuals
246181,picked
246182,legal
246183,surveillance
246184,foreign
246185,nationals
246186,however
246187,rice
246188,spread
246189,information
246190,according
246191,former
246192,official
246193,insisted
246194,nothing
246195,improper
246196,political
246197,involved
246198,probably
246199,talked
246200,rice
246201,mom
246202,anyway
246203,else
246204,get
246205,report
246206,reaction
246207,author
246208,upcoming
246209,book
246210,smear
246211,shady
246212,political
246213,operatives
246214,fake
246215,news
246216,control
246217,see
246218,think
246219,vote
246220,sharyl
246221,attkisson
246222,former
246223,spokesman
246224,ambassador
246225,ric
246226,grenell
246227,us
246228,right
246229,sharyl
246230,eight
246231,months
246232,news
246233,media
246234,people
246235,know
246236,colluded
246237,clinton
246238,campaign
246239,election
246240,people
246241,never
246242,vetted
246243,obama
246244,running
246245,wild
246246,russia
246247,trump
246248,campaign
246249,conspiracy
246250,story
246251,evidence
246252,date
246253,seen
246254,seen
246255,share
246256,us
246257,imagine
246258,donald
246259,trump
246260,leaving
246261,office
246262,process
246263,leaving
246264,office
246265,donald
246266,trump
246267,sets
246268,motion
246269,way
246270,surveil
246271,incoming
246272,president
246273,candidate
246274,opposition
246275,party
246276,think
246277,news
246278,media
246279,would
246280,treating
246281,agree
246282,seen
246283,evidence
246284,russia
246285,collusion
246286,trump
246287,campaign
246288,spoken
246289,former
246290,top
246291,obama
246292,intel
246293,officials
246294,say
246295,seen
246296,evidence
246297,either
246298,think
246299,disparate
246300,treatment
246301,news
246302,media
246303,general
246304,two
246305,allegations
246306,one
246307,seems
246308,public
246309,evidence
246310,prove
246311,discussion
246312,happening
246313,susan
246314,rice
246315,seem
246316,least
246317,credible
246318,evidence
246319,check
246320,behind
246321,yet
246322,treated
246323,proper
246324,skepticism
246325,would
246326,say
246327,many
246328,cases
246329,top
246330,skepticism
246331,possibly
246332,true
246333,possibly
246334,anything
246335,wrong
246336,know
246337,certain
246338,things
246339,point
246340,sharyl
246341,know
246342,surveillance
246343,fact
246344,take
246345,place
246346,incidental
246347,perhaps
246348,whatever
246349,surveillance
246350,take
246351,place
246352,even
246353,deny
246354,interviews
246355,today
246356,although
246357,two
246358,weeks
246359,ago
246360,susan
246361,rice
246362,media
246363,seems
246364,amnesia
246365,said
246366,know
246367,anything
246368,revealed
246369,interview
246370,today
246371,fact
246372,know
246373,fact
246374,unmasking
246375,trump
246376,officials
246377,take
246378,place
246379,defended
246380,said
246381,leak
246382,information
246383,says
246384,make
246385,true
246386,spread
246387,lie
246388,benghazi
246389,five
246390,separate
246391,morning
246392,showing
246393,give
246394,completely
246395,false
246396,information
246397,benghazi
246398,numerous
246399,occasions
246400,obama
246401,administration
246402,think
246403,look
246404,back
246405,opinion
246406,based
246407,evidence
246408,see
246409,pattern
246410,involves
246411,surveillance
246412,whether
246413,whistleblowers
246414,political
246415,opponents
246416,journalists
246417,people
246418,occurred
246419,obama
246420,administration
246421,maybe
246422,occurred
246423,administrations
246424,well
246425,know
246426,factually
246427,occurred
246428,unprecedented
246429,way
246430,obama
246431,administration
246432,think
246433,put
246434,together
246435,timeline
246436,starts
246437,paint
246438,picture
246439,instead
246440,isolated
246441,events
246442,accusation
246443,pattern
246444,behavior
246445,ric
246446,think
246447,sharyl
246448,referring
246449,james
246450,rosen
246451,think
246452,referring
246453,happened
246454,tea
246455,party
246456,groups
246457,irs
246458,admission
246459,would
246460,specifically
246461,seek
246462,raw
246463,intelligence
246464,whether
246465,legal
246466,surveillance
246467,incidental
246468,pickups
246469,trump
246470,transition
246471,team
246472,campaign
246473,would
246474,want
246475,unmasking
246476,individuals
246477,possible
246478,reason
246479,political
246480,yes
246481,look
246482,national
246483,security
246484,adviser
246485,ability
246486,request
246487,unmasking
246488,name
246489,get
246490,intelligence
246491,name
246492,redacted
246493,see
246494,begin
246495,say
246496,hey
246497,need
246498,know
246499,person
246500,order
246501,implement
246502,sort
246503,policy
246504,problem
246505,sean
246506,susan
246507,rice
246508,specifically
246509,trump
246510,officials
246511,transition
246512,high
246513,frequency
246514,way
246515,transition
246516,trump
246517,elected
246518,widely
246519,disseminated
246520,unmasked
246521,names
246522,think
246523,got
246524,caught
246525,felony
246526,point
246527,well
246528,released
246529,names
246530,people
246531,nsc
246532,state
246533,department
246534,clearances
246535,illegal
246536,reason
246537,unmask
246538,name
246539,see
246540,decide
246541,hey
246542,need
246543,something
246544,implement
246545,sort
246546,strategy
246547,tell
246548,someone
246549,else
246550,name
246551,unmasked
246552,widely
246553,disseminate
246554,people
246555,inside
246556,state
246557,department
246558,pure
246559,politics
246560,question
246561,mind
246562,others
246563,state
246564,department
246565,believe
246566,information
246567,widely
246568,disseminated
246569,would
246570,leaked
246571,know
246572,someone
246573,leak
246574,susan
246575,rice
246576,claims
246577,leak
246578,hold
246579,water
246580,someone
246581,political
246582,like
246583,susan
246584,rice
246585,caught
246586,many
246587,times
246588,spinning
246589,widely
246590,disseminate
246591,unmasked
246592,name
246593,reason
246594,widely
246595,disseminate
246596,people
246597,state
246598,department
246599,began
246600,say
246601,wait
246602,minute
246603,getting
246604,unmasked
246605,name
246606,reason
246607,get
246608,raw
246609,intelligence
246610,record
246611,every
246612,time
246613,go
246614,secure
246615,area
246616,would
246617,record
246618,every
246619,single
246620,thing
246621,looking
246622,saw
246623,correct
246624,absolutely
246625,opens
246626,cable
246627,forwards
246628,information
246629,prints
246630,recorded
246631,long
246632,list
246633,tell
246634,exactly
246635,received
246636,information
246637,unmasked
246638,name
246639,could
246640,go
246641,back
246642,find
246643,going
246644,difficult
246645,find
246646,leaked
246647,know
246648,widely
246649,list
246650,received
246651,unmasked
246652,name
246653,political
246654,problem
246655,clearly
246656,transition
246657,indicates
246658,political
246659,enemies
246660,got
246661,get
246662,bottom
246663,rand
246664,paul
246665,exactly
246666,right
246667,investigation
246668,basically
246669,sharyl
246670,give
246671,last
246672,word
246673,talking
246674,spying
246675,incoming
246676,president
246677,guise
246678,national
246679,intelligence
246680,think
246681,possible
246682,scenario
246683,information
246684,would
246685,unmasked
246686,revealed
246687,except
246688,political
246689,purposes
246690,intelligence
246691,officials
246692,obama
246693,administration
246694,communication
246695,alerted
246696,couple
246697,years
246698,ago
246699,relation
246700,computer
246701,intrusion
246702,case
246703,felt
246704,lot
246705,mischief
246706,going
246707,inside
246708,intel
246709,agencies
246710,intelligence
246711,used
246712,way
246713,said
246714,never
246715,people
246716,decades
246717,extremely
246718,concerned
246719,patterns
246720,saw
246721,remember
246722,right
246723,think
246724,going
246725,grow
246726,grow
246727,going
246728,smoking
246729,guns
246730,coming
246731,guess
246732,good
246733,see
246734,thank
246735,come
246736,back
246737,senator
246738,rand
246739,paul
246740,wants
246741,susan
246742,rice
246743,called
246744,front
246745,congress
246746,testify
246747,oath
246748,rice
246749,way
246750,earlier
246751,asked
246752,dodged
246753,question
246754,show
246755,answer
246756,get
246757,reaction
246758,kentucky
246759,senator
246760,straight
246761,ahead
246762,welcome
246763,back
246764,hannity
246765,yesterday
246766,wake
246767,reports
246768,obama
246769,former
246770,national
246771,security
246772,adviser
246773,susan
246774,rice
246775,unmasked
246776,names
246777,trump
246778,transition
246779,team
246780,members
246781,senator
246782,rand
246783,paul
246784,said
246785,rice
246786,testify
246787,oath
246788,congress
246789,today
246790,susan
246791,rice
246792,asked
246793,interview
246794,course
246795,ever
246796,loving
246797,msnbc
246798,take
246799,look
246800,rand
246801,paul
246802,suggesting
246803,subpoenaed
246804,testify
246805,would
246806,willing
246807,go
246808,capitol
246809,hill
246810,know
246811,andrea
246812,let
246813,see
246814,comes
246815,going
246816,know
246817,sit
246818,prejudge
246819,say
246820,investigations
246821,underway
246822,russian
246823,involvement
246824,electoral
246825,process
246826,important
246827,serious
246828,every
246829,american
246830,ought
246831,interest
246832,investigations
246833,going
246834,wherever
246835,evidence
246836,indicates
246837,interest
246838,american
246839,citizen
246840,former
246841,official
246842,would
246843,want
246844,helpful
246845,process
246846,could
246847,reaction
246848,kentucky
246849,senator
246850,rand
246851,paul
246852,senator
246853,nice
246854,pivot
246855,part
246856,talk
246857,russia
246858,eight
246859,months
246860,conspiracies
246861,evidence
246862,contradicted
246863,pointed
246864,earlier
246865,show
246866,tonight
246867,said
246868,two
246869,weeks
246870,ago
246871,know
246872,anything
246873,unmasking
246874,identities
246875,americans
246876,caught
246877,incidental
246878,intelligence
246879,gathering
246880,unmasking
246881,people
246882,get
246883,yes
246884,answer
246885,gave
246886,question
246887,would
246888,ask
246889,susan
246890,rice
246891,came
246892,congress
246893,discuss
246894,president
246895,unmasking
246896,trump
246897,transition
246898,officials
246899,world
246900,would
246901,ever
246902,appropriate
246903,white
246904,house
246905,staff
246906,white
246907,house
246908,political
246909,staff
246910,unmasking
246911,conversations
246912,highly
246913,classified
246914,private
246915,conversations
246916,trump
246917,general
246918,flynn
246919,others
246920,see
246921,world
246922,would
246923,appropriate
246924,needs
246925,made
246926,answer
246927,benign
246928,thing
246929,gives
246930,black
246931,eye
246932,entire
246933,intelligence
246934,community
246935,gathering
246936,private
246937,conversations
246938,going
246939,released
246940,media
246941,big
246942,crime
246943,need
246944,get
246945,bottom
246946,agree
246947,getting
246948,convinced
246949,based
246950,evidence
246951,coming
246952,used
246953,ruse
246954,legitimate
246955,intelligence
246956,gathering
246957,seems
246958,real
246959,intelligence
246960,gathering
246961,spying
246962,trump
246963,spying
246964,candidate
246965,trump
246966,spying
246967,trump
246968,president
246969,elect
246970,trump
246971,went
246972,long
246973,time
246974,really
246975,excuse
246976,great
246977,article
246978,national
246979,review
246980,andrew
246981,mccarthy
246982,talks
246983,investigative
246984,arms
246985,someone
246986,investigating
246987,russian
246988,tie
246989,would
246990,white
246991,house
246992,investigation
246993,would
246994,susan
246995,rice
246996,job
246997,would
246998,fbi
246999,nsa
247000,cia
247001,would
247002,world
247003,susan
247004,rice
247005,job
247006,think
247007,pretty
247008,important
247009,understand
247010,millions
247011,americans
247012,caught
247013,web
247014,intelligence
247015,collection
247016,millions
247017,americans
247018,phone
247019,calls
247020,caught
247021,allow
247022,look
247023,americans
247024,phone
247025,calls
247026,without
247027,warrant
247028,disagree
247029,us
247030,politically
247031,dangerous
247032,republic
247033,really
247034,agree
247035,issue
247036,privacy
247037,america
247038,becomes
247039,police
247040,state
247041,let
247042,honest
247043,private
247044,confidential
247045,information
247046,revealed
247047,unmasked
247048,leaked
247049,thing
247050,privacy
247051,asking
247052,reforms
247053,long
247054,time
247055,backdoor
247056,searches
247057,many
247058,us
247059,concerned
247060,think
247061,need
247062,reforms
247063,example
247064,listening
247065,conversation
247066,another
247067,branch
247068,government
247069,legislative
247070,branch
247071,need
247072,hang
247073,need
247074,eavesdropping
247075,unmask
247076,conversation
247077,president
247078,executive
247079,branch
247080,allowed
247081,eves
247082,drop
247083,legislative
247084,branch
247085,private
247086,phone
247087,calls
247088,right
247089,met
247090,president
247091,played
247092,golf
247093,weekend
247094,secret
247095,sources
247096,guys
247097,actually
247098,meeting
247099,minds
247100,lot
247101,issues
247102,involving
247103,health
247104,care
247105,accounts
247106,seems
247107,like
247108,negotiations
247109,continuing
247110,house
247111,obviously
247112,move
247113,senate
247114,feel
247115,chances
247116,getting
247117,repeal
247118,replace
247119,position
247120,want
247121,sit
247122,president
247123,feel
247124,kinship
247125,think
247126,understand
247127,obviously
247128,different
247129,individuals
247130,differences
247131,place
247132,health
247133,care
247134,bill
247135,think
247136,wants
247137,thing
247138,want
247139,want
247140,repeal
247141,obamacare
247142,united
247143,republicans
247144,six
247145,years
247146,initial
247147,bill
247148,think
247149,bill
247150,getting
247151,closer
247152,think
247153,thank
247154,house
247155,freedom
247156,caucus
247157,actually
247158,bowing
247159,taking
247160,old
247161,bill
247162,house
247163,freedom
247164,caucus
247165,fought
247166,tooth
247167,nail
247168,taken
247169,lot
247170,barbs
247171,lot
247172,establishment
247173,republicans
247174,making
